"ts_number","address","city","county","date","price","details","status","page_number","raw_data","row_index","table_index"
"133448-CA","3905 Clayton Rd","Concord","","10/14/2025","","133448-CA 3905 Clayton Rd 15, Concord CA, 94521 10/14/2025 09:00 AM At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523  From 08/05/2025 to 10/14/2025","","12","133448-CA 3905 Clayton Rd 15, Concord CA, 94521 10/14/2025 09:00 AM At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523  From 08/05/2025 to 10/14/2025","20","1"
"134631-CA","24 Richie Drive","Pleasant Hill","","10/14/2025","","134631-CA 24 Richie Drive, Pleasant Hill CA, 94523 10/14/2025 09:00 AM At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523","","12","134631-CA 24 Richie Drive, Pleasant Hill CA, 94523 10/14/2025 09:00 AM At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523","21","1"
"098802-CA","7513  Circle Parkway","Sacramento","","10/14/2025","","098802-CA 7513  Circle Parkway, Sacramento CA, 95823 10/14/2025 09:00 AM AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814  From 08/05/2025 to 10/14/2025","","12","098802-CA 7513  Circle Parkway, Sacramento CA, 95823 10/14/2025 09:00 AM AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814  From 08/05/2025 to 10/14/2025","22","1"
"121418-CA","1431 Los Coyotes Ct","Imperial","","10/10/2025","","121418-CA 1431 Los Coyotes Ct, Imperial CA, 92251 10/10/2025 02:00 PM AT THE MAIN ENTRANCE OF THE IMPERIAL COUNTY COURTHOUSE, 939 W. MAIN STREET, EL CENTRO, CA 92243","","12","121418-CA 1431 Los Coyotes Ct, Imperial CA, 92251 10/10/2025 02:00 PM AT THE MAIN ENTRANCE OF THE IMPERIAL COUNTY COURTHOUSE, 939 W. MAIN STREET, EL CENTRO, CA 92243","23","1"
"084572-CA","1670 HALL RANCH RD","Santa Cruz","","10/09/2025","","084572-CA 1670 HALL RANCH RD, SANTA CRUZ CA, 95065 10/09/2025 01:45 PM FRONT ENTRANCE (FACING OCEAN ST.), SANTA CRUZ COUNTY COURTHOUSE, 701 OCEAN STREET, SANTA CRUZ, 95060  From 07/31/2025 to 10/09/2025","","12","084572-CA 1670 HALL RANCH RD, SANTA CRUZ CA, 95065 10/09/2025 01:45 PM FRONT ENTRANCE (FACING OCEAN ST.), SANTA CRUZ COUNTY COURTHOUSE, 701 OCEAN STREET, SANTA CRUZ, 95060  From 07/31/2025 to 10/09/2025","24","1"
"026678-CA","5543 DANJAC CIR","Sacramento","","10/09/2025","","026678-CA 5543 DANJAC CIR, SACRAMENTO CA, 95822 10/09/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 08/07/2025 to 10/09/2025","","12","026678-CA 5543 DANJAC CIR, SACRAMENTO CA, 95822 10/09/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 08/07/2025 to 10/09/2025","25","1"
"131965-CA","5186 Columbus Place","Oxnard","","10/09/2025","","131965-CA 5186 Columbus Place, Oxnard CA, 93033 10/09/2025 09:00 AM Auction.com Room, Four Points by Sheraton Ventura Harbor Resort, 1050 Schooner Drive, Ventura, CA 93001  From 07/31/2025 to 10/09/2025","","13","131965-CA 5186 Columbus Place, Oxnard CA, 93033 10/09/2025 09:00 AM Auction.com Room, Four Points by Sheraton Ventura Harbor Resort, 1050 Schooner Drive, Ventura, CA 93001  From 07/31/2025 to 10/09/2025","1","1"
"132266-CA","108 Fausset Ct","Folsom","","10/09/2025","","132266-CA 108 Fausset Ct, Folsom CA, 95630 10/09/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 07/24/2025 to 10/09/2025","","13","132266-CA 108 Fausset Ct, Folsom CA, 95630 10/09/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 07/24/2025 to 10/09/2025","2","1"
"131821-CA","3232 York Ct","Pollock Pines","","10/09/2025","","131821-CA 3232 York Ct, Pollock Pines CA, 95726 10/09/2025 01:00 PM AT THE MAIN ENTRANCE TO THE EL DORADO COUNTY SUPERIOR COURTHOUSE, PLACERVILLE MAIN STREET BRANCH, 495 MAIN STREET, PLACERVILLE, CA 95667","","13","131821-CA 3232 York Ct, Pollock Pines CA, 95726 10/09/2025 01:00 PM AT THE MAIN ENTRANCE TO THE EL DORADO COUNTY SUPERIOR COURTHOUSE, PLACERVILLE MAIN STREET BRANCH, 495 MAIN STREET, PLACERVILLE, CA 95667","3","1"
"135223-CA","00 PM At the Fallon Street","Oakland","","10/09/2025","","135223-CA 1652 71St Avenue, Oakland CA, 94621 10/09/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612","","13","135223-CA 1652 71St Avenue, Oakland CA, 94621 10/09/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612","4","1"
"135934-CA","3496 West Dovewood Avenue","Fresno","","10/08/2025","","135934-CA 3496 West Dovewood Avenue, Fresno CA, 93711 10/08/2025 09:00 AM WEST ENTRANCE TO THE COUNTY COURTHOUSE BREEZEWAY, FRESNO SUPERIOR COURTHOUSE, 1100 VAN NESS AVENUE, FRESNO, CA 93724","","13","135934-CA 3496 West Dovewood Avenue, Fresno CA, 93711 10/08/2025 09:00 AM WEST ENTRANCE TO THE COUNTY COURTHOUSE BREEZEWAY, FRESNO SUPERIOR COURTHOUSE, 1100 VAN NESS AVENUE, FRESNO, CA 93724","5","1"
"130018-CA","12821 Salisbury Street","Baldwin Park","","10/08/2025","","130018-CA 12821 Salisbury Street, Baldwin Park CA, 91706 10/08/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/20/2025 to 10/08/2025","","13","130018-CA 12821 Salisbury Street, Baldwin Park CA, 91706 10/08/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/20/2025 to 10/08/2025","6","1"
"103426-CA","365 Lakeshire Dr","Daly City","","10/08/2025","","103426-CA 365 Lakeshire Dr, Daly City CA, 94015 10/08/2025 01:00 PM OUTSIDE THE MARSHALL ST. ENTRANCE TO THE HALL OF JUSTICE AND RECORDS, 400 COUNTY CENTER, REDWOOD CITY, CA 94063  From 09/03/2025 to 10/08/2025","","13","103426-CA 365 Lakeshire Dr, Daly City CA, 94015 10/08/2025 01:00 PM OUTSIDE THE MARSHALL ST. ENTRANCE TO THE HALL OF JUSTICE AND RECORDS, 400 COUNTY CENTER, REDWOOD CITY, CA 94063  From 09/03/2025 to 10/08/2025","7","1"
"133507-CA","27800 Grosse Point Dr","Corona","","10/08/2025","","133507-CA 27800 Grosse Point Dr, Sun City CA, 92586 10/08/2025 09:00 AM At the Historic Corona Civic Center 815 W Sixth St. Corona CA 92882  From 08/06/2025 to 10/08/2025","","13","133507-CA 27800 Grosse Point Dr, Sun City CA, 92586 10/08/2025 09:00 AM At the Historic Corona Civic Center 815 W Sixth St. Corona CA 92882  From 08/06/2025 to 10/08/2025","8","1"
"134638-CA","2618 Virginia Ave","Richmond","","10/08/2025","","134638-CA 2618 Virginia Ave, Richmond CA, 94804 10/08/2025 01:30 PM AT THE NORTH SIDE OF THE PITTSBURG CIVIC CENTER OUTSIDE NEAR THE GRASS LOCATED AT 65 CIVIC AVENUE, PITTSBURG, CA 94565  From 08/20/2025 to 10/08/2025","","13","134638-CA 2618 Virginia Ave, Richmond CA, 94804 10/08/2025 01:30 PM AT THE NORTH SIDE OF THE PITTSBURG CIVIC CENTER OUTSIDE NEAR THE GRASS LOCATED AT 65 CIVIC AVENUE, PITTSBURG, CA 94565  From 08/20/2025 to 10/08/2025","9","1"
"132099-CA","2640 Brahms Ave","Santa Clara","","10/08/2025","","132099-CA 2640 Brahms Ave, San Jose CA, 95122 10/08/2025 09:00 AM AT THE GATED NORTH MARKET STREET ENTRANCE, SANTA CLARA COUNTY SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113","","13","132099-CA 2640 Brahms Ave, San Jose CA, 95122 10/08/2025 09:00 AM AT THE GATED NORTH MARKET STREET ENTRANCE, SANTA CLARA COUNTY SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113","10","1"
"125898-CA","219 E Pepper Drive","Long Beach","","10/07/2025","","125898-CA 219 E Pepper Drive, Long Beach CA, 90807 10/07/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 09/02/2025 to 10/07/2025","","13","125898-CA 219 E Pepper Drive, Long Beach CA, 90807 10/07/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 09/02/2025 to 10/07/2025","11","1"
"127724-CA","2124 Waldon St","Redding","","10/07/2025","","127724-CA 2124 Waldon St, Redding CA, 96001 10/07/2025 11:00 AM AT THE SOUTH ENTRANCE TO THE SHASTA COUNTY ADMINISTRATION BUILDING LOCATED AT 1450 COURT STREET, REDDING, CA 96001  From 08/05/2025 to 10/07/2025","","13","127724-CA 2124 Waldon St, Redding CA, 96001 10/07/2025 11:00 AM AT THE SOUTH ENTRANCE TO THE SHASTA COUNTY ADMINISTRATION BUILDING LOCATED AT 1450 COURT STREET, REDDING, CA 96001  From 08/05/2025 to 10/07/2025","12","1"
"132494-CA","4630  Myers Avenue","Eureka","","10/07/2025","","132494-CA 4630  Myers Avenue, Eureka CA, 95503 10/07/2025 11:00 AM AT THE FRONT ENTRANCE TO THE COUNTY COURTHOUSE, 825 5TH ST., EUREKA, CA 95501  From 08/05/2025 to 10/07/2025","","13","132494-CA 4630  Myers Avenue, Eureka CA, 95503 10/07/2025 11:00 AM AT THE FRONT ENTRANCE TO THE COUNTY COURTHOUSE, 825 5TH ST., EUREKA, CA 95501  From 08/05/2025 to 10/07/2025","13","1"
"133523-CA","6128 Georgia Dr","Sacramento","","10/07/2025","","133523-CA 6128 Georgia Dr, North Highlands CA, 95660 10/07/2025 01:30 PM At the East Main entrance to the County Courthouse, 720 9th Street, Sacramento, CA 95814  From 08/05/2025 to 10/07/2025","","13","133523-CA 6128 Georgia Dr, North Highlands CA, 95660 10/07/2025 01:30 PM At the East Main entrance to the County Courthouse, 720 9th Street, Sacramento, CA 95814  From 08/05/2025 to 10/07/2025","14","1"
"119711-CA","1627  Courtney Ave","Los Angeles","","10/07/2025","","119711-CA 1627  Courtney Ave, Los Angeles CA, 90046 10/07/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/05/2025 to 10/07/2025","","13","119711-CA 1627  Courtney Ave, Los Angeles CA, 90046 10/07/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/05/2025 to 10/07/2025","15","1"
"134954-CA","4189 West Providence Avenue","Fresno","","10/03/2025","","134954-CA 4189 West Providence Avenue, Fresno CA, 93722 10/03/2025 10:30 AM AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724","","13","134954-CA 4189 West Providence Avenue, Fresno CA, 93722 10/03/2025 10:30 AM AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724","16","1"
"135453-CA","7701 Marie Avenue","La Mesa","","10/06/2025","","135453-CA 7701 Marie Avenue, La Mesa CA, 91942 10/06/2025 10:30 AM AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020","","13","135453-CA 7701 Marie Avenue, La Mesa CA, 91942 10/06/2025 10:30 AM AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020","17","1"
"130746-CA","1205 W Cherry Dr","Orange","","10/06/2025","","130746-CA 1205 W Cherry Dr, Orange CA, 92868 10/06/2025 01:30 PM At the North front entrance to the County Courthouse at 700 Civic Center Drive West, Santa Ana, CA  92701","","13","130746-CA 1205 W Cherry Dr, Orange CA, 92868 10/06/2025 01:30 PM At the North front entrance to the County Courthouse at 700 Civic Center Drive West, Santa Ana, CA  92701","18","1"
"135942-CA","1735 Central Avenue","Napa","","10/03/2025","","135942-CA 1735 Central Avenue, Napa CA, 94558 10/03/2025 01:30 PM AT THE FOUNTAIN TO THE RIGHT OF THE NAPA COUNTY SUPERIOR COURT LOCATED AT 1111 THIRD STREET, NAPA, CA 94559","","13","135942-CA 1735 Central Avenue, Napa CA, 94558 10/03/2025 01:30 PM AT THE FOUNTAIN TO THE RIGHT OF THE NAPA COUNTY SUPERIOR COURT LOCATED AT 1111 THIRD STREET, NAPA, CA 94559","19","1"
"126386-CA","16008  La Salle Ave","Gardena","","10/02/2025","","126386-CA 16008  La Salle Ave 11, Gardena CA, 90247 10/02/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 10/02/2025","","13","126386-CA 16008  La Salle Ave 11, Gardena CA, 90247 10/02/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 08/07/2025 to 10/02/2025","20","1"
"126295-CA","1839  Dwight Way","Berkeley","","10/02/2025","","126295-CA 1839  Dwight Way, Berkeley CA, 94703 10/02/2025 09:00 AM at the Fallon Street Steps Alameda County Courthouse, 1225 Fallon Street, Oakland, CA 94612  From 08/21/2025 to 10/02/2025","","13","126295-CA 1839  Dwight Way, Berkeley CA, 94703 10/02/2025 09:00 AM at the Fallon Street Steps Alameda County Courthouse, 1225 Fallon Street, Oakland, CA 94612  From 08/21/2025 to 10/02/2025","21","1"
"128751-CA","7626  Valmont St","Los Angeles","","10/02/2025","","128751-CA 7626  Valmont St, Tujunga CA, 91042 10/02/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/24/2025 to 10/02/2025","","13","128751-CA 7626  Valmont St, Tujunga CA, 91042 10/02/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/24/2025 to 10/02/2025","22","1"
"131862-CA","5520 Rich Hill Way","Yorba Linda","","10/02/2025","","131862-CA 5520 Rich Hill Way, Yorba Linda CA, 92886 10/02/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866  From 08/28/2025 to 10/02/2025","","13","131862-CA 5520 Rich Hill Way, Yorba Linda CA, 92886 10/02/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866  From 08/28/2025 to 10/02/2025","23","1"
"128421-CA","8817  Amberjack Way","Sacramento","","10/02/2025","","128421-CA 8817  Amberjack Way, Sacramento CA, 95828 10/02/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 07/31/2025 to 10/02/2025","","13","128421-CA 8817  Amberjack Way, Sacramento CA, 95828 10/02/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 07/31/2025 to 10/02/2025","24","1"
"126885-CA","7637 Nixos Way","Sacramento","","10/02/2025","","126885-CA 7637 Nixos Way, Sacramento CA, 95823 10/02/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 07/31/2025 to 10/02/2025","","13","126885-CA 7637 Nixos Way, Sacramento CA, 95823 10/02/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 07/31/2025 to 10/02/2025","25","1"
"126045-CA","43170 Wall St","Hemet","","10/02/2025","","126045-CA 43170 Wall St Unit E, Hemet CA, 92544 10/02/2025 09:00 AM At the bottom of the stairway to the building located at 849 W. Sixth Street, Corona, CA 92882  From 08/14/2025 to 10/02/2025","","14","126045-CA 43170 Wall St Unit E, Hemet CA, 92544 10/02/2025 09:00 AM At the bottom of the stairway to the building located at 849 W. Sixth Street, Corona, CA 92882  From 08/14/2025 to 10/02/2025","1","1"
"135384-CA","00 AM VINEYARD","Long Beach","","10/02/2025","","135384-CA 1050 E 72Nd St, Long Beach CA, 90805 10/02/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","","14","135384-CA 1050 E 72Nd St, Long Beach CA, 90805 10/02/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","2","1"
"127965-CA","1700    Ard Eevin Ave","Glendale","","10/02/2025","","127965-CA 1700    Ard Eevin Ave, Glendale CA, 91202 10/02/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","","14","127965-CA 1700    Ard Eevin Ave, Glendale CA, 91202 10/02/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","3","1"
"132136-CA","1326 Ashport St","Pomona","","10/02/2025","","132136-CA 1326 Ashport St, Pomona CA, 91768 10/02/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","","14","132136-CA 1326 Ashport St, Pomona CA, 91768 10/02/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","4","1"
"106643-CA","2420 Hercules Dr","Los Angeles","","10/02/2025","","106643-CA 2420 Hercules Dr, Los Angeles CA, 90046 10/02/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","","14","106643-CA 2420 Hercules Dr, Los Angeles CA, 90046 10/02/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","5","1"
"131914-CA","1110 WEST CAPITOL AVENUE","West Sacramento","","10/02/2025","","131914-CA 1010  - 1012 4Th St, Woodland CA, 95695 10/02/2025 12:45 PM OUTSIDE THE REAR (NORTH) ENTRANCE TO THE CITY HALL 1110 WEST CAPITOL AVENUE, WEST SACRAMENTO, CA 95691","","14","131914-CA 1010  - 1012 4Th St, Woodland CA, 95695 10/02/2025 12:45 PM OUTSIDE THE REAR (NORTH) ENTRANCE TO THE CITY HALL 1110 WEST CAPITOL AVENUE, WEST SACRAMENTO, CA 95691","6","1"
"122386-CA","4421 S Wilton Place","Los Angeles","","10/01/2025","","122386-CA 4419-  4421 S Wilton Place, Los Angeles CA, 90062 10/01/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/27/2025 to 10/01/2025","","14","122386-CA 4419-  4421 S Wilton Place, Los Angeles CA, 90062 10/01/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/27/2025 to 10/01/2025","7","1"
"119314-CA","116  City View Dr","Daly City","","10/01/2025","","119314-CA 116  City View Dr, Daly City CA, 94014 10/01/2025 01:00 PM OUTSIDE THE MARSHALL ST. ENTRANCE TO THE HALL OF JUSTICE AND RECORDS, 400 COUNTY CENTER, REDWOOD CITY, CA 94063  From 08/27/2025 to 10/01/2025","","14","119314-CA 116  City View Dr, Daly City CA, 94014 10/01/2025 01:00 PM OUTSIDE THE MARSHALL ST. ENTRANCE TO THE HALL OF JUSTICE AND RECORDS, 400 COUNTY CENTER, REDWOOD CITY, CA 94063  From 08/27/2025 to 10/01/2025","8","1"
"116842-CA","991 Lilac Rd","Corona","","10/01/2025","","116842-CA 991 Lilac Rd, San Jacinto CA, 92582 10/01/2025 01:00 PM In the front of the Corona Civic Center, 849 W. Sixth Street, Corona, CA 92882  From 07/23/2025 to 10/01/2025","","14","116842-CA 991 Lilac Rd, San Jacinto CA, 92582 10/01/2025 01:00 PM In the front of the Corona Civic Center, 849 W. Sixth Street, Corona, CA 92882  From 07/23/2025 to 10/01/2025","9","1"
"129291-CA","749 San Lucas Avenue","Stockton","","10/01/2025","","129291-CA 749 San Lucas Avenue, Stockton CA, 95210 10/01/2025 09:30 AM AT THE EAST WEBER AVENUE ENTRANCE STEPS TO THE SAN JOAQUIN COUNTY COURTHOUSE, 180 EAST WEBER AVE., STOCKTON, CA 95202  From 08/13/2025 to 10/01/2025","","14","129291-CA 749 San Lucas Avenue, Stockton CA, 95210 10/01/2025 09:30 AM AT THE EAST WEBER AVENUE ENTRANCE STEPS TO THE SAN JOAQUIN COUNTY COURTHOUSE, 180 EAST WEBER AVE., STOCKTON, CA 95202  From 08/13/2025 to 10/01/2025","10","1"
"132670-CA","400 Owls Clover Rd","Bakersfield","","10/01/2025","","132670-CA 400 Owls Clover Rd, Caliente CA, 93518 10/01/2025 10:00 AM AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301  From 07/02/2025 to 10/01/2025","","14","132670-CA 400 Owls Clover Rd, Caliente CA, 93518 10/01/2025 10:00 AM AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301  From 07/02/2025 to 10/01/2025","11","1"
"105778-CA","3745 Prairie Ln","Palmdale","","10/02/2025","","105778-CA 3745 Prairie Ln, Palmdale CA, 93550 10/02/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","","14","105778-CA 3745 Prairie Ln, Palmdale CA, 93550 10/02/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","12","1"
"118855-CA","631  Mariposa Ave","Gerber","","10/01/2025","","118855-CA 631  Mariposa Ave, Gerber CA, 96035 10/01/2025 02:00 PM At the main entrance to the Historic Tehama County Courthouse at 633 Washington Street, Red Bluff, CA  96080","","14","118855-CA 631  Mariposa Ave, Gerber CA, 96035 10/01/2025 02:00 PM At the main entrance to the Historic Tehama County Courthouse at 633 Washington Street, Red Bluff, CA  96080","13","1"
"136007-CA","7543 West Liberty Parkway","Fontana","","09/30/2025","","136007-CA 7543 West Liberty Parkway, Fontana CA, 92336 09/30/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710","","14","136007-CA 7543 West Liberty Parkway, Fontana CA, 92336 09/30/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710","14","1"
"134446-CA","19414 Dry Gulch Road","Corona","","10/01/2025","","134446-CA 19414 Dry Gulch Road, Corona CA, 92881 10/01/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882","","14","134446-CA 19414 Dry Gulch Road, Corona CA, 92881 10/01/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882","15","1"
"125893-CA","30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PL","Los Angeles","","10/01/2025","","125893-CA 2414 E 115Th Pl, Los Angeles CA, 90059 10/01/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","","14","125893-CA 2414 E 115Th Pl, Los Angeles CA, 90059 10/01/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","16","1"
"135536-CA","8544 Noble Ave","Los Angeles","","10/01/2025","","135536-CA 8544 Noble Ave, Los Angeles CA, 91343 10/01/2025 11:00 AM At The Courtyard located at 400 Civic Center Plaza, Pomona, CA 91766","","14","135536-CA 8544 Noble Ave, Los Angeles CA, 91343 10/01/2025 11:00 AM At The Courtyard located at 400 Civic Center Plaza, Pomona, CA 91766","17","1"
"127727-CA","4370 West","Los Angeles","","09/30/2025","","127727-CA 4370 West 8Th Street, Los Angeles CA, 90005 09/30/2025 10:00 AM Behind the fountain located in Civic Center Plaza, 400 Civic Center Plaza, Pomona, CA  91766  From 08/26/2025 to 09/30/2025","","14","127727-CA 4370 West 8Th Street, Los Angeles CA, 90005 09/30/2025 10:00 AM Behind the fountain located in Civic Center Plaza, 400 Civic Center Plaza, Pomona, CA  91766  From 08/26/2025 to 09/30/2025","18","1"
"131201-CA","1580 Ancon St","Salinas","","09/30/2025","","131201-CA 1580 Ancon St, Seaside CA, 93955 09/30/2025 10:00 AM OUTSIDE THE MAIN ENTRANCE OF THE MONTEREY COUNTY ADMINISTRATION BUILDING LOCATED AT 168 WEST ALISAL STREET, SALINAS, CA 93901  From 08/26/2025 to 09/30/2025","","14","131201-CA 1580 Ancon St, Seaside CA, 93955 09/30/2025 10:00 AM OUTSIDE THE MAIN ENTRANCE OF THE MONTEREY COUNTY ADMINISTRATION BUILDING LOCATED AT 168 WEST ALISAL STREET, SALINAS, CA 93901  From 08/26/2025 to 09/30/2025","19","1"
